,exposures,azimuth,elevation,dx_origin,dy_origin,pointing_origin
0,2022040700159,10.6860636954225,37.4695161565323,-0.06206974678031219,2.718875001851987,2.7195834109585633
1,2022040700160,10.575819093443,37.4854931815644,-0.16299941024912715,-0.6151361472954388,0.6363656868900451
2,2022040700161,15.3460057867924,47.4320723696583,1.30180352878623,5.426677064436349,5.580637632855209
3,2022040700162,15.1765044821659,47.4611296339863,-0.2845877784083825,0.1273949162574197,0.3118006868299902
4,2022040700163,22.6572082233906,63.48250722726521,-6.963085656476585,2.320961286339645,7.339715468062596
5,2022040700164,22.4675894570828,63.51160114844971,0.07001874520575539,-0.05268933913880038,0.08762871184190725
6,2022040700165,22.3727295589924,35.9015119656106,-2.744132314519136,1.4804983067119857,3.1180342197873983
7,2022040700166,22.2788504553318,35.9302473648568,-0.33263038422818675,0.10793102488189546,0.34970284334538587
8,2022040700167,33.3939250600815,42.8064326032181,-1.5467829313847374,5.28734008713479,5.5089475069059874
9,2022040700168,33.2890135837079,42.8489205821534,-0.6276752418953804,0.7175359457567406,0.9533278778790876
10,2022040700169,42.8375967634202,79.6420337839809,-23.88125886325856,2.5342792115993937,24.015351257400134
11,2022040700170,42.4511423004151,79.6946064217773,-0.02458786598328252,-1.1311163497680206,1.1313835600123165
12,2022040700171,45.3883395386074,57.2689778192871,-7.104749746932511,4.4077828309261395,8.360981907117418
13,2022040700172,45.265370090041,57.32204711278611,0.03735734288978248,0.061408866812538286,0.07187920416215561
14,2022040700173,68.2163978410099,67.838822363221,-13.664852525250074,3.17306394517474,14.028418632796829
15,2022040700174,68.1090048742626,67.9060729428165,-0.45083847435502455,-1.12592046070422,1.2128281880757756
16,2022040700175,67.7098313761089,36.1295877977245,-5.5727666083734855,0.7926092605441943,5.628850425380207
17,2022040700176,67.6463381243084,36.1990927739971,-0.32223998782774993,0.2136496155611106,0.3866326007783601
18,2022040700177,75.3332827282138,47.2943847461574,-5.7527609182783666,3.281088160062003,6.622673002419039
19,2022040700178,75.2738498938415,47.3636076434486,-0.0912479939969375,0.06251565696672565,0.11060923910074807
20,2022040700179,90.0002824557014,24.9907760902424,-11.180820067923504,-18.477005340933154,21.59653823556343
21,2022040700180,89.9567685318179,25.0609489365597,0.4191614298568362,1.10098194714168,1.178073661623717
22,2022040700181,100.958868492846,36.1433537884586,-4.083022014941775,-2.696347075770999,4.892990530086688
23,2022040700182,100.924057890181,36.2164556070202,-0.41931151169236375,0.9801017832368006,1.066030791929432
24,2022040700183,104.537873197798,49.3888149245613,-3.312308663851081,1.8000102154633986,3.7698044326457474
25,2022040700184,104.518207688336,49.461826442086,-0.3380133719801755,-0.9264047128332242,0.9861433625984698
26,2022040700185,111.843082685475,37.1643442495842,0.11363756863975784,9.047346093243814,9.048059727253156
27,2022040700186,111.82380520225,37.2334017439862,-0.3903539096996527,0.0633066591419537,0.39545405284245116
28,2022040700187,112.002506483797,70.6323242767539,-13.46279845662077,-2.369509268246332,13.669729933539136
29,2022040700188,112.041057873954,70.6992042644706,0.034125397745703126,-0.3622149289712993,0.3638189076188672
30,2022040700189,123.41007642864102,44.6520302279969,-2.841023055285044,-2.0402633365874063,3.4977259016801105
31,2022040700190,123.40719797133401,44.7174345537205,0.22235204271349646,0.2839987141792741,0.3606878159216715
32,2022040700191,135.176372606729,36.4103855772992,-0.9597879758177662,-4.824166526845544,4.918716868987415
33,2022040700192,135.170810599302,36.4600431009312,-1.7951000707859024,0.5525359198761647,1.8782119707021758
34,2022040700193,135.256149102424,54.9341211303108,-3.058078488479591,-2.2439824290081773,3.7930596071508105
35,2022040700194,135.28863110063,54.9863906784885,-0.006113582144764611,-0.11214787923414705,0.11231439223606926
36,2022040700195,136.106828678821,72.081511972734,-14.408256989491457,-5.594122430755182,15.456133903583641
37,2022040700196,136.230636317705,72.127624510118,-0.032177667835572694,0.044587693197169126,0.054986040882948936
38,2022040700197,146.653490443205,22.0750749691506,-11.545268768594049,-24.770832232753087,27.3292400267968
39,2022040700198,146.635248739694,22.1090666039963,0.742910885635868,0.339543149354086,0.8168268692137649
40,2022040700199,146.486217607235,40.9588260038872,-0.35499235878295177,-0.04101303118810513,0.35735366728427514
41,2022040700200,146.497471709212,41.0025795384427,-0.01752503647173699,-0.4242528812060845,0.4246146890005099
42,2022040700201,157.056036670168,70.0741816147201,-11.512016660368111,-4.325588082817854,12.297855091470577
43,2022040700202,157.203622539004,70.0987868591037,-0.29738168816531674,0.03662534789341585,0.29962857768304985
44,2022040700203,157.601418722828,37.8658733352204,-1.3412305510791973,0.17178202412801408,1.3521865459180271
45,2022040700204,157.612992454728,37.8975140138646,-0.14654123257153523,0.2693461149568429,0.3066295199192824
46,2022040700205,165.442257751187,51.8200474067562,-0.7678715192261368,2.2156403534467897,2.3449283242479866
47,2022040700206,165.48991211172,51.8383445425861,0.026150910837830117,-0.2755888538025163,0.276826816760647
48,2022040700207,168.296290416678,23.4494880422135,-10.066849296456265,-18.106955104937754,20.717221771506754
49,2022040700208,168.284694780072,23.458920924284,-0.10577178521531141,0.1608728294710773,0.19252983615446279
50,2022040700209,168.080759276112,43.5614042564412,-0.1557641768311391,4.299269900657777,4.302090672857304
51,2022040700210,168.108133454283,43.5777916594379,-0.5879176321484908,-0.6868282929282364,0.9040908395497675
52,2022040700211,179.844062555989,33.6148720069905,-4.728760513259413,-2.674126070692887,5.432506441203802
53,2022040700212,179.851077426632,33.6135756059666,0.4148760498863465,0.12617704828948945,0.4336390022638029
54,2022040700213,191.285888780607,40.1986016913434,-3.893040687391571,5.281193938163305,6.56100413093751
55,2022040700214,191.306548048509,40.1841061397572,0.17132751668079127,-0.35860137486112387,0.3974268033541461
56,2022040700215,195.6657894745,52.6734261794918,-2.6024257770882335,2.9468657213372644,3.9314930376189006
57,2022040700216,195.735789318336,52.6458602233761,0.11234925898651814,0.060506354925923996,0.12760632813948378
58,2022040700217,202.360472758068,26.0514815732022,-9.362245265070433,-12.907591429030294,15.945455556430804
59,2022040700218,202.351648737429,26.0181417151471,-0.17956202021173737,0.4660293342251249,0.4994255294444143
60,2022040700219,202.634309758199,59.59751075347591,-5.328234951604632,1.352701135128792,5.497261869374602
61,2022040700220,202.707432140363,59.568410573803696,0.3723494206385699,-0.015495385321527387,0.3726717027306223
62,2022040700221,213.846699376343,22.0521112366696,-12.152043988411203,-22.662467903618,25.7149688815444
