,exposures,azimuth,elevation,dx_origin,dy_origin,pointing_origin
0,2022040700159,10.6860636954225,37.4695161565323,-0.06206974678031219,2.718875001851987,2.7195834109585633
1,2022040700161,15.3460057867924,47.4320723696583,1.30180352878623,5.426677064436349,5.580637632855209
2,2022040700163,22.6572082233906,63.48250722726521,-6.963085656476585,2.320961286339645,7.339715468062596
3,2022040700165,22.3727295589924,35.9015119656106,-2.744132314519136,1.4804983067119857,3.1180342197873983
4,2022040700167,33.3939250600815,42.8064326032181,-1.5467829313847374,5.28734008713479,5.5089475069059874
5,2022040700169,42.8375967634202,79.6420337839809,-23.88125886325856,2.5342792115993937,24.015351257400134
6,2022040700171,45.3883395386074,57.2689778192871,-7.104749746932511,4.4077828309261395,8.360981907117418
7,2022040700173,68.2163978410099,67.838822363221,-13.664852525250074,3.17306394517474,14.028418632796829
8,2022040700175,67.7098313761089,36.1295877977245,-5.5727666083734855,0.7926092605441943,5.628850425380207
9,2022040700177,75.3332827282138,47.2943847461574,-5.7527609182783666,3.281088160062003,6.622673002419039
10,2022040700179,90.0002824557014,24.9907760902424,-11.180820067923504,-18.477005340933154,21.59653823556343
11,2022040700181,100.958868492846,36.1433537884586,-4.083022014941775,-2.696347075770999,4.892990530086688
12,2022040700183,104.537873197798,49.3888149245613,-3.312308663851081,1.8000102154633986,3.7698044326457474
13,2022040700185,111.843082685475,37.1643442495842,0.11363756863975784,9.047346093243814,9.048059727253156
14,2022040700187,112.002506483797,70.6323242767539,-13.46279845662077,-2.369509268246332,13.669729933539136
15,2022040700189,123.41007642864102,44.6520302279969,-2.841023055285044,-2.0402633365874063,3.4977259016801105
16,2022040700191,135.176372606729,36.4103855772992,-0.9597879758177662,-4.824166526845544,4.918716868987415
17,2022040700193,135.256149102424,54.9341211303108,-3.058078488479591,-2.2439824290081773,3.7930596071508105
18,2022040700195,136.106828678821,72.081511972734,-14.408256989491457,-5.594122430755182,15.456133903583641
19,2022040700197,146.653490443205,22.0750749691506,-11.545268768594049,-24.770832232753087,27.3292400267968
20,2022040700199,146.486217607235,40.9588260038872,-0.35499235878295177,-0.04101303118810513,0.35735366728427514
21,2022040700201,157.056036670168,70.0741816147201,-11.512016660368111,-4.325588082817854,12.297855091470577
22,2022040700203,157.601418722828,37.8658733352204,-1.3412305510791973,0.17178202412801408,1.3521865459180271
23,2022040700205,165.442257751187,51.8200474067562,-0.7678715192261368,2.2156403534467897,2.3449283242479866
24,2022040700207,168.296290416678,23.4494880422135,-10.066849296456265,-18.106955104937754,20.717221771506754
25,2022040700209,168.080759276112,43.5614042564412,-0.1557641768311391,4.299269900657777,4.302090672857304
26,2022040700211,179.844062555989,33.6148720069905,-4.728760513259413,-2.674126070692887,5.432506441203802
27,2022040700213,191.285888780607,40.1986016913434,-3.893040687391571,5.281193938163305,6.56100413093751
28,2022040700215,195.6657894745,52.6734261794918,-2.6024257770882335,2.9468657213372644,3.9314930376189006
29,2022040700217,202.360472758068,26.0514815732022,-9.362245265070433,-12.907591429030294,15.945455556430804
30,2022040700219,202.634309758199,59.59751075347591,-5.328234951604632,1.352701135128792,5.497261869374602
31,2022040700221,213.846699376343,22.0521112366696,-12.152043988411203,-22.662467903618,25.7149688815444
32,2022040700223,213.178751547588,39.4588976188534,-2.060180989912913,1.6601462378005831,2.645832806902579
33,2022040700225,225.396853317259,60.381564257943,-2.994149018094147,0.588029126097564,3.051345046974073
34,2022040700227,224.751350213526,33.3282287999173,-4.133022127086162,-2.947218783798539,5.076216156012149
35,2022040700229,226.032989253043,77.0152624531474,-16.615740013186212,-2.8531002300582275,16.8589144700528
36,2022040700231,236.34742983125003,43.9263974710484,2.410418390300633,3.5916946114533315,4.325550484995221
37,2022040700233,247.499997694715,29.521987347223302,-0.3226432266814735,-2.6935627746477544,2.712817552415116
38,2022040700235,247.440503169521,60.0314725025528,1.8268515092375428,1.9676450492496649,2.6849606098861494
39,2022040700237,255.068235774263,48.7716882511013,3.9947820518447585,6.839445013523264,7.920624453586299
