,exposures,azimuth,elevation,dx_origin,dy_origin,pointing_origin
0,2022050500291,359.176665473467,29.7035174652119,2.3298990464538236,0.29135013949591637,2.3480448186631206
1,2022050500293,15.376505185515303,48.2121441348427,-0.2244454140089883,0.4079050615532406,0.4655773653330015
2,2022050500295,21.2153469813347,72.202083973476,-0.8772861444605079,0.014982438609086745,0.8774140714218448
3,2022050500297,22.1970292222977,34.0951836689492,-0.1707319595603402,-0.3803597928536917,0.41692082465981106
4,2022050500299,33.6299420190335,44.2324084623833,1.2367172923096332,-0.7605335600214619,1.4518543167331182
5,2022050500301,44.7618993413926,24.8448174282094,8.245213557152075,-4.153981528655352,9.23250286452456
6,2022050500303,45.2904335451458,53.7499343438976,-0.33288977508209155,-2.792454443074826,2.8122264167386204
7,2022050500305,46.1639132392884,82.9865807874885,-1.2436860765258355,3.202676985066299,3.4356796893216903
8,2022050500307,55.9811290395592,35.6771688743611,3.3782967795198124,0.8454569120098372,3.482482809803825
9,2022050500309,67.3208618951176,33.5023618324776,3.403867582819897,1.3395807445423809,3.657976365768495
10,2022050500311,66.4853788209293,69.60061392028,1.9834802348856022,3.940718849336725,4.4117410272702555
11,2022050500313,75.0025770855282,57.2478299423092,-0.8711851121723614,1.2299313136894485,1.5072141639676235
12,2022050500315,78.7325302553363,39.8744008525391,-0.25234412292354463,1.5199840889480334,1.540788495228737
13,2022050500317,89.6662803781219,25.3689528091927,-1.1650884038014897,2.2786228599234537,2.5592094729502786
14,2022050500319,101.119920392041,47.9705517574184,0.11152454503612919,4.1204844284121025,4.121993407191735
15,2022050500321,105.333521444802,49.2747910900944,1.3454685163689963,5.763830080414154,5.918785578514162
16,2022050500323,112.562575418953,23.6181824489613,-1.7872296630142215,4.840537411285058,5.1599411138508335
17,2022050500325,112.345300842528,63.143768368565404,4.773700003649695,8.345054231093686,9.613955577427001
18,2022050500327,123.690382469882,45.6364505573147,0.004966103047479358,3.0340857015315126,3.034089765715156
19,2022050500329,134.820537794803,29.124873338558196,0.6413442246495915,5.063602803513588,5.104056794966339
20,2022050500331,135.54978304026,48.7496623977058,2.271524495110544,3.22964744762114,3.948473903650999
21,2022050500333,135.527745116924,79.3496877535072,4.4110632368650275,-0.02303800007204421,4.411123397624407
22,2022050500335,146.363709051584,24.8254795952816,0.8071901271143298,4.829967742279932,4.896952551615703
23,2022050500337,146.429792423223,45.1059699638718,2.8926912575913817,3.2031154703629845,4.315971666754114
24,2022050500339,158.269904334506,71.8829377575603,4.119883870057694,0.7933161665514972,4.195568333715175
25,2022050500341,157.969427187403,35.5171777888318,2.620259565077849,4.642486062444126,5.3308945804967784
26,2022050500343,165.726262558659,55.7707106157177,4.7333863304555255,3.3783623368098556,5.815348504786155
27,2022050500345,168.870952804049,44.6414895935886,3.025250763143632,2.9858547151236423,4.250584731507797
28,2022050500347,179.963162023982,22.4243718966027,1.8223017632382308,3.2416273949501084,3.7187271860130036
29,2022050500349,191.168963690056,48.7042552812927,2.098475143157154,7.698855253728026,7.979722435292099
30,2022050500351,194.578641881002,50.3714547141426,2.6215522187319547,4.3723970484347205,5.098077283123422
31,2022050500353,202.649915297283,24.3548524960061,1.2778908602378631,4.307954723328547,4.4934929563679304
32,2022050500355,202.456915159477,69.2211694105354,3.199420929022629,6.823342462623332,7.5361990846385325
33,2022050500357,213.793768216608,46.4819333537453,0.8471280142764989,4.308087297407186,4.390585614089901
34,2022050500359,224.879352380274,49.5030220433109,1.3047873354546813,4.829164873334371,5.002329793667097
35,2022050500361,224.747805227278,31.4705764337559,-0.04905991149794637,5.989134684544899,5.989335617957547
36,2022050500363,230.84100537443004,85.2724080367771,0.3993001753956262,-1.690018390265825,1.7365491036845655
37,2022050500365,236.480979253291,37.3847132011288,3.1429652645797526,6.110335329950125,6.8712756092876655
38,2022050500367,236.20964475417,25.4213721140404,0.9125288138994747,6.526850263825902,6.590332556297977
39,2022050500369,247.93893494151402,71.0066962822311,5.57827572437439,3.7530304068162867,6.723272811037215
40,2022050500371,247.06474580310203,23.3900887354393,-0.28758708494390717,7.088247780293169,7.09407942768176
41,2022050500373,258.775811720436,40.4766068442841,-5.120818095810906,8.07387574585725,9.560870647065904
42,2022050500375,269.335173297455,22.8367123588105,-1.9457181796266079,3.604854388320106,4.09643679256988
43,2022050500377,281.008579212954,40.1757756455918,-0.0109437200799797,6.0615250446232585,6.0615349237304725
44,2022050500379,280.923590291073,22.9445697947522,-1.0089964582957243,4.722322431535111,4.828913231797916
45,2022050500381,285.456506091869,60.9315847440594,1.276456359065298,7.701695921418271,7.806757387199187
46,2022050500383,293.222725618412,70.4290356322163,1.3631652812421002,8.696114226241827,8.802307778067599
47,2022050500385,291.879533905303,25.4441217168351,-1.8351685872276826,3.5969848861720486,4.038086677486925
48,2022050500387,304.033565301215,43.1752819403191,0.1318620191647093,5.477520797828167,5.4791077451295225
49,2022050500389,313.282391506946,75.2069989426818,2.1956695445780143,7.371640104484443,7.691686588715821
50,2022050500391,314.661804217612,31.911843179084798,0.29397168475628044,5.169398983122151,5.1777509787689455
51,2022050500393,315.461958128726,60.6269501729839,1.3980428064826247,7.292257738771892,7.425062061520857
52,2022050500395,326.670843887827,43.3087888940354,-0.8869690483349303,5.278236519050194,5.352242038972012
53,2022050500397,337.062681842348,31.4383943959256,-1.6819172572798962,5.175381873824775,5.441821680306142
54,2022050500399,337.763255167505,63.5340253098839,1.212510778096852,5.217237039529409,5.3562808658283245
55,2022050500401,348.883901614448,41.7296781226178,-0.9630315242433907,5.1258198259468974,5.2155017596351
